pipeline,id,categoria,titulo,descricao,gatilho,verificavel_por_texto,exemplos,fonte_livro,fonte_pagina,fonte_citacao,canal_extracao,canal_confirmado,divergencia,motivo_confirmacao
sign2voice,LIBRAS.FOCO.009,foco,Construções interrogativas duplas (foco),"Elementos interrogativos podem aparecer em posição final como elementos focalizados (núcleo de FP). Isso licencia o apagamento da cópia, resultando em construções duplas (ex: QUEM ... QUEM). A marca não-manual do elemento duplo difere da ênfase da interrogativa in situ.",Elemento interrogativo em posição final com marcação de foco.,false,Quem gosta da Maria? -> <QUEM GOSTAR MARIA QUEM>qu ; O que João pegou? -> <O QUE JOÃO PEGAR O QUE>qu,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,185,Elementos interrogativos em posição final são elementos focalizados ocupando o núcleo da projeção FP. A presença de foco licencia o apagamento da cópia.,voice2sign,sign2voice,sim,"Exige verificar marcação não-manual de foco, invisível na glosa."
sign2voice,LIBRAS.FOCO.010,foco,Associação de construções manuais e classificadores com foco,"Construções com verbos manuais e predicados complexos com classificadores na posição final são frequentemente associadas à marcação de foco. A posição final é tipicamente ocupada pelo foco, que pode estar associado a movimentos de cabeça ou outras marcas não-manuais, embora a sintaxe permita que argumentos oracionais ocupem essa posição em certas derivações.",Construções com verbos manuais ou classificadores na posição final que carregam informação focada ou tópico-comentário.,false,João pinta a tela com o pincel (com foco) -> <JOÃO>t <TELA>t <PINTAR-PINCEL>cl/mc ; O João estava de carro e bateu no poste (com foco) -> <JOÃO>t <CARRO>t <CL(carro)-BATER-POSTE+>cl/mc,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,205,"Em termos estruturais, a posição final também é ocupada pelo foco que usualmente está associada com o movimento da cabeça",sign2voice,sign2voice,,Foco e tópico são marcas não-manuais ausentes da glosa escrita.
sign2voice,LIBRAS.FOCO.011,foco,Morfema-boca U para posse,"A combinação de boca em configuração U, elevação de sobrancelhas e balanço de cabeça denota posse (equivalente à preposição 'de'). O sinal manual O-QUE pode ou não acompanhar esse morfema não manual.",Expressão de posse ou relação genitiva entre dois elementos (ex: sorvete de uva).,false,BALANÇO DE CABEÇA+ELEVAÇÃO DE SOBRANCELHAS+BOCA EM U+ <O QUE> -> 'de' (posse),Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,248,"A sentença formada pelas figuras 09, 10 e 11 corresponderia, segundo Pêgo (2013) à seguinte: sorvete de uva. O morfema-boca produzido com a boca em U, associado ao balanço de cabeça representa um morfema que denota posse.",sign2voice,sign2voice,,Regra depende de marcadores não manuais ausentes na glosa.
sign2voice,LIBRAS.VERBOS.001,verbos,Classificação de verbos: com e sem concordância,"Os verbos em Libras dividem-se em duas classes principais: verbos sem concordância (exigem argumentos explícitos, ex: TER, FALAR) e verbos com concordância (associados a movimento direcional e marcas não-manuais, ex: DIZER, ENTREGAR). Essa distinção impacta a estrutura da frase e a possibilidade de omissão de argumentos.",Identificação da classe do verbo na frase.,false,"Verbos sem concordância: TER, FALAR, AMAR, CONHECER ; Verbos com concordância: DIZER, ENTREGAR, AJUDAR, REMETER",Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,152,os verbos na língua de sinais se dividem em pelo menos duas classes: os verbos sem concordância e os verbos com concordância.,sign2voice,sign2voice,,"Exige distinguir classes verbais baseadas em movimento e marcas não-manuais, invisíveis na glosa."
sign2voice,LIBRAS.VERBOS.002,verbos,Verbo intransitivo com direcionalidade,Um verbo pode assumir a forma intransitiva (sem complemento explícito na glosa) quando assume a direção sobre algo ou alguém que está sendo afetado pela ação.,"Verbo que indica ação direcionada a um referente, onde o objeto é implícito pela direcionalidade.",false,"Enfermeira chamar, agora. -> ENFERMEIRA CHAMAR AGORA","Elaboração da Gramática Formal da Libras — Notas de consultoria (Profa. Tânia, reunião 31/07/2026)",4,"OBS.: Vejam que esta sentença não apresenta complemento. O verbo CHAMAR está na forma intransitiv a, isso porque ele assume a direção sobre algo ou alguém que está sendo “chamado”.",voice2sign,sign2voice,sim,"Direcionalidade é executada no movimento, não na glosa escrita."
sign2voice,LIBRAS.PERGUNTA.002,pergunta,Movimento de interrogativas para a esquerda (Spec CP),"Elementos interrogativos (QUEM, O QUE, ONDE, etc.) movem-se para a posição inicial da sentença (especificador de CP). A marca não-manual interrogativa espalha-se obrigatoriamente sobre todo o domínio de c-comando (IP).",Presença de uma palavra interrogativa na frase.,false,De quem o João gosta? -> <[CP DE QUEM [ IP JOÃO GOSTAR t]]>qu (movido) ; O que João pegou? -> <JOÃO PEGAR O QUE>qu,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,183,assume-se que o movimento das interrogativas na língua de sinais brasileira é para a posição de especificador de CP [Spec CP].,sign2voice,sign2voice,,"Exige verificação de marca não-manual, invisível na glosa escrita."
sign2voice,LIBRAS.PERGUNTA.003,pergunta,Interrogativas eco e tag questions,"Se a marca não-manual interrogativa não se espalha por toda a sentença (aparece apenas no final ou em parte), a construção não é uma pergunta verdadeira, mas sim uma tag question (pergunta de confirmação) ou uma interrogativa eco.","Marca não-manual restrita ao final da frase ou ao elemento interrogativo, sem espalhar-se pelo IP.",false,"Tu queres água, não é? -> *JOÃO PEGAR <BOLA>sn ; João quer… o que mesmo? -> *JOÃO PEGAR <O QUE>qu",Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,184,"Esses exemplos são possíveis na língua de sinais brasileira, mas com outro significado, algo como uma pergunta de confirmação ( tag questions) para as interrogativas sim ou não, ou uma interrogativa tipo eco para as demais interrogativas.",sign2voice,sign2voice,,"Exige análise de marca não-manual, invisível na glosa escrita."
sign2voice,LIBRAS.PERGUNTA.004,pergunta,Distinção entre interrogativas principais e subordinadas,Há sinais/marcações não-manuais diferentes para orações principais e subordinadas. A interrogativa subordinada tem marcação mais tensa e pode ser produzida com uma ou duas mãos. Isso permite distinguir orações subordinadas verdadeiras de principais.,"Oração interrogativa em contexto subordinado (ex: após SABER, PERGUNTAR).",false,Eu quero saber quem o João escolheu -> <EU QUERO SABER> <QUEM O JOÃO ESCOLHER>qu~~,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,189,"Na língua de sinais brasileira, diferentemente da ASL, as construções interrogativas nas orações principais têm um sinal diferente do sinal de orações subordinadas.",sign2voice,sign2voice,,"Exige verificar marcações não-manuais e tensão, ausentes na glosa."
sign2voice,LIBRAS.PERGUNTA.005,pergunta,Perguntas indiretas,Perguntas indiretas (sem marcação não-manual interrogativa típica de pergunta direta) tendem a iniciar com o elemento interrogativo na posição inicial da oração subordinada. Há um tipo específico de marca não-manual associada à ideia de confirmação.,Contexto de pergunta indireta (ex: TU SABER QUEM...).,false,Tu sabes quem el@ conquistou -> TU SABER <QUEM>qu~ IX CONQUISTAR,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,192,"Nesses casos, há uma tendência de iniciar a pergunta indireta com o elemento interrogativo na posição inicial da oração subordinada.",sign2voice,sign2voice,,"Exige verificar marca não-manual, que não está presente na glosa escrita."
sign2voice,LIBRAS.PERGUNTA.001,pergunta,Morfema-boca U para interrogativa,"A expressão interrogativa 'O quê?' é produzida pela combinação do sinal O-QUE com boca em configuração U e sobrancelhas franzidas. Em muitos casos, o sinal manual é omitido, bastando o morfema-boca e a expressão facial para construir a sentença sintática.",Formulação de perguntas com item-QU (especificamente 'O quê?').,false,SINAL <O QUE> + BOCA EM U+ SOBRANCELHAS FRANZIDAS,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,247,"A expressão 'O quê?' é produzida na seguinte forma: SINAL <O QUE> + BOCA EM U+ SOBRANCELHAS FRANZIDAS ... Nesse caso, muitas vezes ocorre sem o sinal manual, bastando somente o morfema-boca em U para compreender o significado",sign2voice,sign2voice,,"Exige verificação de configuração de boca e expressão facial, ausentes na glosa."
sign2voice,LIBRAS.MORFOLOGIA.001,morfologia,Verbos sem concordância,"Verbos sem concordância não se flexionam em pessoa e número e não tomam afixos locativos. Alguns podem flexionar em aspecto. Exemplos: CONHECER, AMAR, APRENDER, SABER, INVENTAR, GOSTAR.",Uso de verbos da classe sem concordância.,false,CONHECER ; AMAR ; SABER,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,197,Viu-se no Capítulo 3 que os verbos sem concordância são aqueles que não se flexionam em pessoa e número e não tomam afixos locativos.,voice2sign,sign2voice,sim,Flexão morfológica não é representada na glosa linear.
sign2voice,LIBRAS.MORFOLOGIA.002,morfologia,Verbos com concordância,"Verbos com concordância flexionam-se em pessoa, número e aspecto. Incluem verbos espaciais com afixos locativos (VIAJAR, IR, CHEGAR) e verbos como DAR, ENVIAR, RESPONDER, PERGUNTAR, DIZER, PROVOCAR.",Uso de verbos da classe com concordância.,false,DAR ; PERGUNTAR ; VIAJAR,Língua de Sinais Brasileira: Estudos Linguísticos (Quadros & Karnopp) — Cap.4 A sintaxe espacial,197,"Por outro lado, os verbos com concordância são os que se flexionam em pessoa, número e aspecto. Exemplos dessa categoria na língua de sinais brasileira são DAR, ENVIAR, RESPONDER, PERGUNTAR, DIZER, PROVOCAR.",voice2sign,sign2voice,sim,"Concordância depende de configuração de mão e movimento, ausentes na glosa."
sign2voice,LIBRAS.MORFOLOGIA.003,morfologia,Compostos simultâneos,"A modalidade visual permite a articulação simultânea de dois radicais distintos, utilizando os dois articuladores manuais (as duas mãos). Isso difere das línguas orais e é uma propriedade específica da morfologia das Línguas de Sinais.",Quando a formação de um sinal envolve a combinação de dois radicais diferentes produzidos ao mesmo tempo pelas duas mãos.,false,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,177,"Compostos simultâneos 1 são fruto de uma propriedade específica da modalidade das Línguas de Sinais, pois apenas a modalidade visual permite a articulação simultânea de dois radicais, graças à disponibilidade de dois articuladores manuais (as duas mãos do sinalizante).",sign2voice,sign2voice,,A glosa linear não registra a simultaneidade dos sinais.
sign2voice,LIBRAS.MORFOLOGIA.004,morfologia,Contagem de morfemas duplicados,Morfemas espelhados ou duplicados no espaço (produzidos simultaneamente pelas duas mãos com a mesma configuração de mão) não são contados em duplicidade no somatório de morfemas de um sinal. Eles são reconhecidos como um único morfema. O mesmo vale para morfemas repetidos sequencialmente no tempo.,Ao analisar a estrutura interna de um sinal realizado com as duas mãos em espelhamento ou com repetição temporal.,false,"CASA (monomorfêmico, CM espelhada) ; LÍNGUA-DE-SINAIS (monomorfêmico, CM espelhada)",Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,178,"morfemas espelhados / duplicados, no espaço, não são contados em duplicidade no somatório de quantidade de morfemas de um sinal. Morfemas repetidos, aqueles que se repetem no tempo, sequencialmente, um após outro, também não são contados duplamente.",sign2voice,sign2voice,,"Exige distinguir execução simultânea ou sequencial, invisível na glosa linear."
sign2voice,LIBRAS.MORFOLOGIA.005,morfologia,Derivação por apagamento de duplicação,"Sinais monomorfêmicos constituídos de duas mãos com a configuração de mão duplicada podem perder o espelhamento para servir de base na formação de novos sinais (derivação). O apagamento da duplicação não compromete o conteúdo semântico, permitindo a justaposição ou aglutinação com outro morfema.","Quando um sinal base com mãos duplicadas é modificado para criar um novo sinal derivado, removendo a redundância espacial.",false,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,179,"quando sinais monomorfêmicos constituídos de duas mãos com a CM duplicada perdem o espelhamento, tornam-se base para formação de novos sinais. O apagamento da duplicação ou da repetição, entretanto, não compromete o conteúdo semântico na derivação de novos sinais",sign2voice,sign2voice,,"Exige análise de configuração de mão e espelhamento, ausentes na glosa."
sign2voice,LIBRAS.MORFOLOGIA.006,morfologia,Morfemas livres e presos,"Morfemas livres são unidades lexicais consolidadas que podem ocorrer isoladas e encerram o significado de um vocábulo (ex: CASA). Morfemas presos são dependentes, não podem ocorrer isolados e funcionam como afixos (sufixos, prefixos, infixos), associando-se a outro morfema para constituir uma nova unidade lexical.","Na análise da formação de palavras, distinguindo entre radicais independentes e afixos dependentes.",false,CASA (livre) ; LÍNGUA-DE-SINAIS^INFERIOR (base livre + morfema preso),Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,184,"morfemas livres quando ocorrem isolados e, por si sós, encerram o significado de um vocábulo, e presos, quando não podem ocorrer isolados, mas exclusivamente ligados a outro(s) morfema(s), pois, isolados, não detêm significado",voice2sign,sign2voice,sim,"Exige conhecimento externo sobre status lexical dos sinais, não presente na glosa."
sign2voice,LIBRAS.MORFOLOGIA.007,morfologia,Uso do morfema boca na derivação,"O morfema 'boca' (movimento da mão para a boca) atua como morfema preso afixal na derivação de novos sinais a partir de uma base lexical livre. Ele agrega valores semânticos como 'inferioridade', 'facilidade' ou 'expansão' ao radical base.",Quando um sinal derivado incorpora o movimento da mão para a boca para modificar o significado da base.,false,LÍNGUA-DE-SINAIS^INFERIOR (+ morfema boca) ; LÍNGUA-DE-SINAIS^FÁCIL (+ morfema boca),Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,187,"Os sinais de (20) a (25) agregam ao morfema base, morfemas afixais presos que compreendem tanto o morfema boca (PÊGO, 2013, p.65), quanto outros movimentos que, ao lado do morfema boca, acrescentam informação linguística ao radical.",sign2voice,sign2voice,,A regra descreve movimento físico que não aparece na glosa escrita.
sign2voice,LIBRAS.MORFOLOGIA.008,morfologia,Composição Base + Especificador,Novas unidades lexicais podem ser formadas pela justaposição de um morfema livre (base) com outro morfema livre (especificador) ou com um morfema preso. A base fornece o núcleo semântico e o especificador restringe ou detalha o significado.,Na formação de compostos ou derivados onde um sinal atua como base e outro como especificador (ex: PALAVRA + ESCOLHER = LÉXICO).,false,LÉXICO (PALAVRA + ESCOLHER) ; TERMINOLOGIA (PALAVRA + MÃO EM CONCHA) ; SINAL-TERMO (PALAVRA + SINAL),Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,188,"O Quadro se apresenta em três colunas, considerando a coluna mais à esquerda como espaço do produto, a coluna do meio, a base e a coluna da direita o especificador",voice2sign,sign2voice,sim,Regra descreve fenômeno sem exigir nada sobre a linha escrita.
sign2voice,LIBRAS.MORFOLOGIA.009,morfologia,Composição por Aglutinação,"Dois sinais lexicais livres se unem, mas há supressão ou redução de um ou mais elementos (movimento, configuração de mão, repetição) de um ou ambos os sinais. Na glosa, pode-se indicar a redução ou apenas o resultado composto.","Formação de um composto onde ocorre perda de movimento, repetição ou configuração de mão (ex: CASA^ESTUDAR para 'escola', com perda de repetições).",false,escola -> CASA^ESTUDAR ; almoço -> COMER^MEIO-DIA ; museu -> CASA^ANTIGA,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,201,"Na Língua de Sinais brasileira, a aglutinação ocorre quando dois morfemas lexicais livres, radicais, chegam à estrutura de raiz e se unem... há uma supressão ou redução de um ou mais elementos do composto.",sign2voice,sign2voice,,"Exige verificar supressão de movimento ou configuração, invisível na glosa."
sign2voice,LIBRAS.MORFOLOGIA.010,morfologia,Composição por Subordinação,"O composto possui um núcleo (radical) que é modificado por um morfema especificador. A relação é assimétrica. A categoria gramatical do composto é a mesma do núcleo. Na glosa, o núcleo geralmente vem primeiro, seguido do especificador.","Composto onde um elemento modifica o outro semanticamente (ex: CASA + ESTUDAR = escola, onde CASA é o núcleo).",false,escola -> CASA^ESTUDAR,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,198,Composição por subordinação: Ocorre quando o composto tem um núcleo (radical) que é modificado por um morfema especificador / modificador. A categoria da unidade lexical resultante da composição é a mesma categoria do núcleo.,voice2sign,sign2voice,sim,"Exige análise semântica de modificação, não verificável apenas pela ordem das glosas."
sign2voice,LIBRAS.MORFOLOGIA.011,morfologia,Composição Simultânea,"Os elementos do composto são articulados simultaneamente pelas duas mãos. Não há núcleos distintos na sequência linear, mas na execução simultânea. Na glosa, pode ser representado por um único item ou por sinais separados por '^' indicando simultaneidade.",Composto realizado com as duas mãos ao mesmo tempo (ex: PALAVRA^PALAVRA para 'composição').,false,composição -> PALAVRA^PALAVRA ; uniforme -> UNIFORME-INES,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,199,Composição por simultaneidade: Compostos simultâneos ocorrem quando não têm núcleos e a realização dos elementos é simultânea. Os compostos simultâneos são constituídos de dois componentes articulados simultaneamente pelas duas mãos.,sign2voice,voice2sign,sim,A regra define a notação textual esperada para a simultaneidade.
sign2voice,LIBRAS.MORFOLOGIA.012,morfologia,Regra da Sequência Única em Compostos,"Em compostos, o movimento interno ou a repetição do movimento é eliminado para evitar redundância. Isso resulta em uma forma mais curta e fluida.",Quando dois sinais com movimentos repetitivos ou internos são combinados (ex: SÁBADO^DOMINGO).,false,fim de semana -> SÁBADO^DOMINGO,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,196,"Regra da sequência única: Em compostos, o movimento interno ou a repetição do movimento é eliminada, como em (58) SÁBADO^DOMINGO (fim de semana), em que a repetição de movimento interno do sinal (59) SÁBADO foi eliminado.",sign2voice,sign2voice,,Movimento interno e repetição não aparecem na glosa escrita.
sign2voice,LIBRAS.MORFOLOGIA.013,morfologia,Regra da Antecipação da Mão Não Dominante,"Em compostos por coordenação (justaposição com dois núcleos), a mão passiva (não dominante) antecipa a configuração de mão do segundo sinal no espaço neutro, enquanto a mão ativa realiza o primeiro sinal. Isso permite a transição suave entre os sinais.","Compostos coordenados onde a mão não dominante prepara o próximo sinal (ex: BOA^NOITE, CARRO^BATER).",false,boa noite -> BOA^NOITE ; acidente -> CARRO^BATER,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,197,"Regra da antecipação da mão não dominante: Quando dois sinais são combinados para formar um composto, a mão passiva do sinalizante antecipa o segundo sinal no processo de composição... a mão não dominante aparece no espaço neutro... antecipando sua configuração de mão.",sign2voice,sign2voice,,"Exige verificação de configuração de mão e antecipação espacial, invisíveis na glosa."
sign2voice,LIBRAS.MORFOLOGIA.014,morfologia,Morfologia Simultânea para Flexão,"A flexão (concordância, aspecto, número, tamanho, forma) é frequentemente realizada por morfologia simultânea, sobreponendo movimentos ou parâmetros à estrutura canônica do sinal. Isso difere da morfologia sequencial, que é mais derivacional.","Quando o sinal sofre alterações simultâneas (movimento, localização, configuração) para marcar gramaticalidade, em vez de adicionar sinais separados.",false,,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,193,"enquanto as construções morfológicas simultâneas sinalizam a flexão morfológica em Libras, que traz como resultado: a flexão de concordância; a flexão aspectual; a flexão de número, tamanho, forma e manipulação; são produtivas, estáveis entre os sinalizantes e semanticamente coerentes.",sign2voice,sign2voice,,Exige distinguir parâmetros de execução não representados na glosa escrita.
sign2voice,LIBRAS.MORFOLOGIA.015,morfologia,Justaposição de Classificador com Item Lexical,"Um classificador (CL) pode ser justaposto a um item lexical, funcionando como um clítico. O classificador descreve a forma ou o movimento do objeto, enquanto o item lexical fornece o significado específico.",Quando um classificador é usado para especificar a forma ou o tipo de objeto em um composto (ex: CL-coisa-pequena^PERFURAR para 'alfinete').,false,alfinete -> CL-coisa-pequena^PERFURAR ; agulha -> CL-coisa-pequena^APLICAR-NO-BRAÇO ; alojamento -> DORMIR^CL-pessoa+,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,200,Justaposição de um classificador com um item lexicais. Nesse processo o classificador funciona como um clítico. São exemplos desse processo os sinais: (73) CL-coisa-pequena^PERFURAR (alfinete); (74) CL-coisa-pequena^APLICAR-NO-BRAÇO (agulha); (75) DORMIR^CL-pessoa+ (alojamento).,voice2sign,sign2voice,sim,"Exige distinguir classificador de item lexical, o que não está explícito na glosa."
sign2voice,LIBRAS.MORFOLOGIA.016,morfologia,Compostos aparentes (ordem variável),Compostos aparentes possuem ordem variável dos elementos componentes. Cada sinal pode ocorrer isoladamente e a troca de posição não altera a gramaticalidade da estrutura.,Formação de compostos onde a ordem dos sinais é variável e os sinais podem ocorrer isoladamente.,false,padaria -> PÃO^CASA (gramatical) ; padaria -> CASA^PÃO (gramatical),Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,206,"b) Compostos aparentes: A ordem dos elementos componentes é variável. Cada sinal pode ocorrer isoladamente, como nos exemplos a seguir (93) e (94): (93) PÃO^CASA (padaria) (94) CASA^PÃO (padaria)",voice2sign,sign2voice,sim,A regra descreve propriedade gramatical sem exigir verificação específica na sequência escrita.
sign2voice,LIBRAS.MORFOLOGIA.017,morfologia,Derivação por sobrefixos,"Novos sinais podem ser derivados de unidades terminológicas base por meio da sobreposição de morfemas (sobrefixos), alterando parâmetros como configuração de mão, movimento ou orientação.",Formação de novos sinais a partir de uma base terminológica existente com alteração de parâmetros manuais.,false,MORFOLOGIA -> MORFEMA ; MORFOLOGIA -> COMPOSIÇÃO,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,207,"Por meio de mudanças nos parâmetros do sinal, seja pela configuração de mão ou de movimento e orientação da mão, é possível derivar outras unidades terminológicas, como (95) MORFEMA, (96) COMPOSIÇÃO.",sign2voice,sign2voice,,Exige verificação de parâmetros manuais não representados na glosa escrita.
sign2voice,LIBRAS.MORFOLOGIA.018,morfologia,Derivação por numerais,"Numerais podem funcionar como morfemas base livres para derivar outros sinais, incorporando o significado numérico à nova palavra.",Uso de um numeral como base para a formação de um sinal composto ou derivado.,false,DOIS -> DUAS SEMANAS ; DOIS -> BILÍNGUE,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,207,"Os numerais também podem ocorrer como morfemas base para derivar outros sinais. É o caso do numeral DOIS, um morfema livre, que pode derivar sinais como (97) DUAS SEMANAS e (98) BILÍNGUE:",sign2voice,sign2voice,,Regra descreve fenômeno sem exigir nada sobre a linha escrita.
sign2voice,LIBRAS.MORFOLOGIA.019,morfologia,Derivação por morfemas presos,"Morfemas presos (como a configuração de mão L, que significa tela) podem servir de base para a criação de vários sinais, sendo incorporados a outras raízes.",Uso de um morfema preso como base ou componente na formação de novos sinais.,false,L (tela) -> VIDEOCONFERÊNCIA ; L (tela) -> HIPERTEXTO,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,208,"Morfemas presos também podem servir de morfema base para a criação de vários sinais, como o morfema preso L, que tem o significado de tela, pode derivar sinais como (99) VIDEOCONFERÊNCIA e HIPERTEXTO.",sign2voice,sign2voice,,"Exige identificar configuração de mão, que não está na glosa."
sign2voice,LIBRAS.MORFOLOGIA.020,morfologia,Distinção nome/verbo por posição sintática,"Na Libras, não há distinção morfofonológica regular (como mudança de movimento) entre nomes e verbos. A distinção é feita pela posição sintática e pelas propriedades distribucionais/funcionais do sinal na frase.",Identificação da classe gramatical (nome ou verbo) de um sinal na frase.,false,TELEFONE (nome) vs COMER (verbo) - mesma articulação possível ; SONHAR (verbo) - dois movimentos repetidos,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,213,"Ou seja, a distinção entre categorias pode ser associada, na Libras, apenas à posição sintática que deve ser ocupada por um verbo ou por um nome, a depender da grade argumental do item predicador; assim, há forte relação entre a morfos-sintaxe e a distinção entre nomes e verbos",voice2sign,sign2voice,sim,Exige análise de propriedades distribucionais e funcionais não presentes na glosa linear.
sign2voice,LIBRAS.MORFOLOGIA.021,morfologia,Reciprocidade em verbos unimanuais por cópia da M2,"Para verbos unimanuais que não são inerentemente recíprocos, a reciprocidade é marcada pela cópia da segunda mão (M2), que copia as especificações fonológicas da M1. A concordância verbal incide para cada mão: localização da mão coincide com o sujeito e orientação da palma para o objeto.",Verbo unimanual + necessidade de marcar reciprocidade (ex: FALAR-ORAL),false,Sinal DUAS-PESSOAS-FALAM com a concordância recíproca,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,222,"a marcação de reciprocidade se dá através do processo de cópia da segunda mão. Assim, o sinal passa a ser produzido com as duas mãos, sendo que a M2 copia as especificações fonológicas da M1.",sign2voice,sign2voice,,"Exige verificação de cópia de mão e concordância espacial, invisíveis na glosa."
sign2voice,LIBRAS.MORFOLOGIA.022,morfologia,Reciprocidade em verbos unimanuais por conversão do movimento,"Além da cópia da M2, verbos unimanuais com movimento de trajetória direcional (ex: AVISAR, DAR) podem sofrer conversão do movimento. A M1 move-se de A para B, enquanto a M2 move-se de B para A.",Verbo unimanual com movimento direcional + necessidade de marcar reciprocidade,false,Sinal DUAS-PESSOAS-AVISAM com movimento trajetória direcional ; Sinal DUAS-PESSOAS-DÃO com movimento trajetória direcional,Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,222,"além da duplicação do número de mãos, a M1 move-se de um ponto A para um ponto B, enquanto que a M2 apresenta um movimento convertido que vai do ponto B para o ponto A.",sign2voice,sign2voice,,"Exige verificação de direção do movimento, não presente na glosa."
sign2voice,LIBRAS.MORFOLOGIA.023,morfologia,Reciprocidade em verbos bimanuais por reduplicação reversa,"Para verbos bimanuais, a reciprocidade é marcada pela conversão do movimento através de reduplicação reversa. O movimento tradicional de A para B é reduplicado de forma alternada: A para B e depois B para A, repetidamente.","Verbo bimanual + necessidade de marcar reciprocidade (ex: AJUDAR, CONVERSAR-EM-LIBRAS, ENVIAR-MENSAGEM)",false,AJUDAR(recíproco) ; CONVERSAR EM LIBRAS (recíproco) ; MANDAR MENSAGEM (recíproco),Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,223,"o movimento que é tradicionalmente de A para B, passa a ser reduplicado, de maneira alternada, movendo-se de A para B e depois de B para A, e, assim, repetidamente.",sign2voice,sign2voice,,"Exige verificação de movimento e trajetória, ausentes na glosa escrita."
sign2voice,LIBRAS.MORFOLOGIA.024,morfologia,Pluralidade verbal: leitura exaustiva,"Para expressar múltiplos eventos com participantes distintos (leitura exaustiva), o verbo é marcado por múltiplas reduplicações do movimento verbal, distribuídas ao longo de um arco em frente ao corpo do sinalizante.",Verbo + pluralidade de participantes (leitura exaustiva),false,"Verbo DEMITIR com movimentos reduplicados, distribuídos em arco, marcando uma leitura exaustiva. ; Verbo ENCONTRAR com movimentos reduplicados, distribuídos em arco, marcando uma leitura exaustiva.",Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,225,"Na leitura exaustiva, o verbo é marcado por múltiplas reduplicações do movimento verbal, distribuídas ao longo de um arco em frente ao corpo do sinalizante.",sign2voice,sign2voice,,"Exige verificação de múltiplas reduplicações e trajetória espacial, invisíveis na glosa."
sign2voice,LIBRAS.MORFOLOGIA.025,morfologia,Pluralidade verbal: leitura coletiva,"Para expressar um único evento envolvendo múltiplos participantes (leitura coletiva), o verbo é realizado com um movimento único, em formato de arco, em frente ao corpo do sinalizante.",Verbo + pluralidade de participantes (leitura coletiva),false,"Verbo SINALIZAR com movimento em arco, marcando uma leitura coletiva. ; Verbo AVISAR com movimento em arco, marcando uma leitura coletiva.",Gramática da Libras Vol.1 (INES/Quadros et al.) — Cap.5 Morfologia,226,"Nesse caso, o verbo é realizado com um movimento único, em formato de arco, também em frente ao corpo do sinalizante.",sign2voice,sign2voice,,Exige verificação de movimento físico não representado na glosa.
