pipeline,id,categoria,titulo,descricao,gatilho,verificavel_por_texto,exemplos,fonte_livro,fonte_pagina,fonte_citacao,canal_extracao,canal_confirmado,divergencia,motivo_confirmacao
voice2sign,LIBRAS.SINTAXE.030,sintaxe,Uso de marcadores manuais específicos para adversatividade,"A glosa deve utilizar um dos marcadores manuais adversativos reconhecidos (MAS1, MAS2, MAS3 ou PALM-UP) para indicar a relação de oposição, quando a conjunção é realizada.",A frase em português contém uma conjunção adversativa (ex: 'mas') e a glosa opta por realizar o marcador manual.,true,"Eu prefiro (interagir) com surdo, mas eu sou casada com um ouvinte que sinaliza. -> IX (eu) PREFERIR SURDO LÍNGUA-DE-SINAIS MAS1 IX (eu) DESCULPAR HOMEM CASAR OUVINTE IX (orelha) E(positivo) SABER LÍNGUA-DE-SINAIS",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,138,"o sinal que a autora identificou as conjunções adversativas ‘MAS1’, ‘MAS2’ e ‘MAS3’, essa terceira que estamos referindo como ‘PALM-UP’.",voice2sign,voice2sign,,Basta verificar se a glosa contém um dos marcadores listados.
voice2sign,LIBRAS.SINTAXE.031,sintaxe,Marcador adversativo MAS1,A glosa deve conter o sinal MAS1 para marcar a fronteira entre duas orações com relação adversativa (oposição ou contraste).,"A frase em português expressa uma relação adversativa (ex: 'mas', 'porém') entre duas orações, e o contexto indica o uso do marcador manual MAS1.",true,"Eu sofri muito, mas isso me tornou poderosa e forte. -> IX (eu) SOFRER JÁ PROCESSO MAS1 IX (eu) ADQUIRIR FORTE IX (eu) FORÇA",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,144,"a oposição é que em contrapartida ao sofrimento, ela se tornou poderosa e forte, introduzida pelo sinal MAS1: MAS1 IX (eu) ADQUIRIR FORTE IX (eu) FORÇA.",voice2sign,voice2sign,,Basta verificar a presença do sinal MAS1 na sequência escrita.
voice2sign,LIBRAS.SINTAXE.032,sintaxe,Marcador adversativo MAS2,A glosa deve conter o sinal MAS2 para marcar a fronteira entre duas orações com relação adversativa (oposição ou restrição).,"A frase em português expressa uma relação adversativa (ex: 'mas', 'porém') entre duas orações, e o contexto indica o uso do marcador manual MAS2.",true,"Fui interagindo e crescendo, mas eu não estudei apenas aqui não. -> INTERAGIR CRESCER MAS2 IX (aquele) IX (eu) ESTUDAR FIEL IX (aquele) NÃO",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,145,A restrição informa que não estudou apenas nesta escola: MAS2 AQUI IX (eu) ESTUDAR FIEL AQUI NÃO. É uma marca manual adversativa,voice2sign,voice2sign,,Basta verificar a presença do sinal escrito MAS2 na sequência.
voice2sign,LIBRAS.SINTAXE.033,sintaxe,Marcador adversativo PALM-UP,A glosa deve conter o sinal PALM-UP para marcar a fronteira entre duas orações com relação adversativa (oposição).,"A frase em português expressa uma relação adversativa (ex: 'mas', 'porém') entre duas orações, e o contexto indica o uso do marcador gestual PALM-UP.",true,"E aí esse problema, mas a mãe não teve culpa não. -> E (então) PROBLEMA PALM-UP IX (essa) MÃE PENSAR CULPAR IX (mãe) NÃO",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,146,"o sinal ‘PALM-UP’, uma produção gestual com significados dependente do discurso, apresenta a função adversativa anunciando que a mãe não tinha culpa",voice2sign,voice2sign,,A presença do sinal PALM-UP na sequência linear é verificável.
voice2sign,LIBRAS.SINTAXE.034,sintaxe,Marcador adversativo com negação incorporada MAS-NÃO-É,A glosa deve conter o sinal MAS-NÃO-É para marcar a fronteira entre duas orações com relação adversativa que incorpora a negação.,"A frase em português expressa uma relação adversativa com negação (ex: 'mas não é', 'porém não') entre duas orações.",true,"Sim, eu tenho interações na Língua de Sinais, mas por exemplo não é uma Língua de Sinais que segue obrigatoriamente um registro formal. -> IX (eu) TER INTERAGIR MAS-NÃO-É EXEMPLO NÃO TAMBÉM OBRIGAR PARECER CERTO FORMAL",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,147,introduz um contraponto por meio do sinal MAS-NÃO-É que é o sinal MAS2 incorporando a negação com o movimento intermitente,voice2sign,voice2sign,,Basta verificar a presença do sinal escrito na sequência.
voice2sign,LIBRAS.SINTAXE.035,sintaxe,Uso do sinal OU para disjunção,A glosa deve conter o sinal OU para representar a conjunção disjuntiva 'ou' quando a frase em português apresenta uma escolha entre duas opções.,A frase em português contém a conjunção 'ou' indicando disjunção entre duas orações ou termos.,true,Era APAE ou escola ouvinte. -> É APAE DEM (aquele) OU ESCOLA,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,152,A parataxe disjuntiva manual apresenta apenas um sinal manual no corpus analisado. O sinal OU foi formado a partir da soletração da palavra em Língua Portuguesa ‘ou’,voice2sign,voice2sign,,Basta verificar a presença do sinal OU na sequência escrita.
voice2sign,LIBRAS.SINTAXE.036,sintaxe,Disjunção sem marcador manual,A glosa pode não conter o sinal OU (ou outro marcador manual de disjunção) quando a disjunção é expressa apenas por marcações não manuais (movimento do torso/cabeça).,"A frase em português apresenta uma estrutura disjuntiva, mas a glosa não inclui o sinal OU.",true,"Então, eu não percebia se eu era surdo ou se eu era ouvinte. -> EU NÃO PERCEBER SURDO OUVINTE NÃO",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,153,"No entanto, muitas ocorrências de unidades oracionais complexas acontecem sem a presença de um item lexical conjuntivo. Nos dados do Corpus de Libras dos Surdos de Referências analisados neste trabalho, verificamos uma grande produtividade de orações paratáticas sem esses marcadores manuais conjuntivos.",voice2sign,voice2sign,,A ausência do sinal OU na glosa é verificável apenas pelo texto.
voice2sign,LIBRAS.SINTAXE.037,sintaxe,Ordem da oração dependente temporal em relação à matriz,A oração dependente (satélite) que expressa circunstância temporal deve aparecer antes da oração matriz (núcleo) na glosa.,A frase em português contém uma oração subordinada temporal (ex: 'Quando eu tinha X anos') que antecede a oração principal.,true,"Quando eu tinha 12 anos, eu comecei a aprender a Língua de Sinais. -> IDADE COMEÇAR 12 COMEÇAR APRENDER LÍNGUA-DE-SINAIS",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,157,"A oração complexa acima é constituída pela unidade oracional 1 – IDADE COMEÇAR 12 (Quando eu tinha 12 anos), considerada a oração dependente, e pela unidade oracional 2 – COMEÇAR APRENDER LÍNGUA-DE-SINAIS",voice2sign,voice2sign,,A ordem linear dos sinais na glosa permite verificar a posição relativa.
voice2sign,LIBRAS.SINTAXE.038,sintaxe,Ausência de conectivo em hipotaxe,"A glosa não deve conter um sinal específico que atue como conectivo entre as orações articuladas em hipotaxe (adverbiais ou adjetivas explicativas). As orações aparecem sequencialmente, sem elemento de ligação explícito na linha de glosa.",A frase em português contém uma estrutura hipotática (oração subordinada adverbial ou adjetiva explicativa/apositiva) articulada à oração principal.,true,Quando eu tinha 12 anos [...] comecei a aprender a Língua de Sinais. -> IDADE COMEÇAR 1-2 COMEÇAR APRENDER LÍNGUA-DE-SINAIS ; Os professores não sinalizavam muito bem: eles sinalizavam de maneira truncada. -> DEM (esse) PROFESSOR LÍNGUA-DE-SINAIS PERFEITO NÃO DV (sinalizar-de-maneira-truncada),Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,158,"Não há um sinal que atue como conectivo a articular as duas orações, embora haja uma mudança no padrão prosódico que parece distingui-las.",voice2sign,voice2sign,,A ausência do sinal conectivo é verificável na sequência linear escrita.
voice2sign,LIBRAS.SINTAXE.039,sintaxe,Ordem canônica das orações causais,A oração causal deve ser posposta à oração matriz (ordem: matriz + causal).,A frase em português expressa uma relação causal (causa/efeito).,true,"A escola inclusiva enfrenta certa dificuldade, pois não tem conhecimento da cultura surda. -> ESCOLA INCLUSÃO DIFÍCIL PORQUE TER-NÃO CONHECER CULTURA SURD@",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,175,"as orações causais em Libras mantêm a ordem canônica das orações causais, que é a posposição",voice2sign,voice2sign,,A ordem linear dos sinais na glosa permite verificar a posição relativa.
voice2sign,LIBRAS.SINTAXE.040,sintaxe,Marcadores manuais de causalidade,A relação causal pode ser marcada pelo sinal PORQUE ou pelo sinal MOTIVO.,A frase em português expressa uma relação causal explícita.,true,Eu usava Libras porque na faculdade de pedagogia tinha um grupo de surdos. -> IX (eu) LÍNGUA-DE-SINAIS MOTIVO FACULDADE DENTRO...,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,174,"78,5% das orações (80 ocorrências) são introduzidas pelo sinal porque... e 20,5% (21 ocorrências, são introduzidas pelo sinal motivo",voice2sign,voice2sign,,Basta verificar a presença de PORQUE ou MOTIVO na sequência.
voice2sign,LIBRAS.SINTAXE.041,sintaxe,Justaposição de orações causais,"A relação causal pode ser veiculada por justaposição, sem a presença de um marcador manual (como PORQUE ou MOTIVO).",A frase em português expressa uma relação causal.,true,"Você recebeu o SINAL(Marisa), porque teu olho é verde que é o que significa SINAL(Marisa). -> IX (você) SINAL (marisa) OLHO VERDE SIGNIFICAR SINAL (marisa) IX (ele) SINAL (marisa) IX (olho) VERDE SIGNIFICAR SINAL (marisa)",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,175,"Em Libras, as sentenças podem veicular valor causal estando justapostas, ou seja, sem a presença de um marcador manual",voice2sign,voice2sign,,A ausência de marcadores manuais é verificável na sequência linear de glosas.
voice2sign,LIBRAS.SINTAXE.042,sintaxe,Marcadores manuais de comparação de igualdade,"A glosa deve conter um dos sinais TAMBÉM, PARECE ou IGUAL para articular orações comparativas de igualdade.","A frase em português expressa uma comparação de igualdade (ex: 'assim como', 'igual a', 'parece que').",true,"Eu olhei a situação me sentindo como chocado. -> IX (eu) [ENTÃO] qu TAMBÉM IX (eu) QUEBRAR ; adquirir a Língua de Sinais é vida nova, igual nascer de novo. -> ...VIDA NOVA TAMBÉM NASCER BOIA-2 DE-NOVO ; parece uma flor desabrochando de maneira clara -> ...PARECER DV (desabrochar) CLARO",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,188,"Apresentamos, ainda, os sinais ‘PARECE’ e ‘IGUAL’, que também estão relacionados à comparação de igualdade.",voice2sign,voice2sign,,Basta verificar a presença de um dos sinais listados na glosa.
voice2sign,LIBRAS.SINTAXE.043,sintaxe,Ordem das orações em comparativas de igualdade,A oração comparativa (dependente) pode ser anteposta à oração principal (matriz) na glosa.,A frase em português contém uma construção comparativa de igualdade.,true,Assim como os ouvintes falam oralmente... nós surdos sinalizamos -> IGUAL ÁREA (os-ouvintes) OUVINTES FALAR-ORAL ... IX (nós) SURDO É,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,191,"Em (53), há uma diferença no padrão articulatório apresentado até o momento, pois a oração dependente é anteposta à oração principal.",voice2sign,voice2sign,,A ordem linear dos sinais na glosa permite verificar a anteposição.
voice2sign,LIBRAS.SINTAXE.044,sintaxe,Marcador de comparação de igualdade,A glosa deve conter o sinal IGUAL para marcar a comparação de igualdade entre orações.,"A frase em português expressa uma comparação de igualdade (ex: 'igual', 'tão... quanto').",true,Ele é surdo igual eu (sou surda) -> IX (ele) É SURDO IGUAL,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,193,"Em (55), a comparação de igualdade acontece a partir do sinal IGUAL.",voice2sign,voice2sign,,Basta verificar a presença do sinal IGUAL na sequência escrita.
voice2sign,LIBRAS.SINTAXE.045,sintaxe,Marcador de comparação de desigualdade (superioridade),A glosa deve conter o sinal SUPERAR ou SUPERIOR para marcar a comparação de desigualdade (superioridade).,"A frase em português expressa uma comparação de desigualdade indicando superioridade (ex: 'mais... que', 'superar').",true,a Língua de Sinais é mais (cara do que o ouro é caro) -> LÍNGUA-SINAIS SUPERAR ; ela (tem) mais (valor) do que (quaisquer uma destas coisas tem valor) -> LINGUA-SINAIS VER IX (mão) SUPERIOR IX (mão),Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,194,Hipotaxe adverbial comparativa de desigualdade marcada pelo sinal SUPERAR.,voice2sign,voice2sign,,Basta verificar a presença dos sinais SUPERAR ou SUPERIOR na glosa.
voice2sign,LIBRAS.SINTAXE.046,sintaxe,Elipse do predicado na oração comparativa,"O verbo ou estado de ser da oração comparativa (dependente) pode ser omitido na glosa, sendo recuperado pelo contexto da oração principal.",A frase em português contém uma oração comparativa em que o predicado da segunda oração é idêntico ou implícito em relação à primeira.,true,Ele é surdo igual eu (sou surda) -> IX (ele) É SURDO IGUAL (o verbo 'ser' e o adjetivo 'surdo' são elididos na segunda parte) ; a Língua de Sinais é mais (cara do que o ouro é caro) -> LÍNGUA-SINAIS SUPERAR (o estado 'caro' é elidido na comparação),Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,193,"a comparação entre orações se faz normalmente com elipse do verbo, que se entende como igual ao da primeira oração",voice2sign,voice2sign,,A omissão de sinais na sequência linear é verificável apenas lendo a glosa.
voice2sign,LIBRAS.SINTAXE.047,sintaxe,Ordem da prótase e apódose em condicionais,A prótase (oração condicional) deve anteceder a apódose (oração principal) na glosa.,A frase em português contém uma estrutura condicional (ex: 'se...').,true,"Se chover, eu não vou à escola. -> SE CHOVER IX (eu) IR-NÃO ESCOLA",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,197,"a prótase normalmente antecede a apódose (se p, q).",voice2sign,voice2sign,,A ordem linear dos sinais na glosa permite verificar a posição relativa.
voice2sign,LIBRAS.SINTAXE.048,sintaxe,Conjunção manual SE para condicionais,A glosa deve conter o sinal SE no início da prótase (cláusula condicional) quando a oração condicional é introduzida por conjunção manual.,A frase em português expressa uma condição (ex: 'Se...') e a glosa utiliza a forma com conjunção manual.,true,Se o surdo necessita que eu o incentive na Língua de Sinais... -> SE SURDO PRECISAR IX (eu) ESTIMULAR LÍNGUA-DE-SINAIS...,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,200,casos de orações condicionais interligadas pelas conjunções manuais SE e EXEMPLO,voice2sign,voice2sign,,Basta verificar a presença do sinal SE no início da sequência.
voice2sign,LIBRAS.SINTAXE.049,sintaxe,Conjunção manual EXEMPLO para condicionais,A glosa deve conter o sinal EXEMPLO no início da prótase (cláusula condicional) quando a oração condicional é introduzida por essa conjunção manual específica.,A frase em português expressa uma condição (ex: 'Se...') e a glosa utiliza a forma com a conjunção manual EXEMPLO.,true,Se eu tenho uma boa fluência... -> EXEMPLO IX (eu) FLUENTE E (positivo) ESCREVER LÍNGUA...,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,201,casos de orações condicionais interligadas pelas conjunções manuais SE e EXEMPLO,voice2sign,voice2sign,,Verifica presença e posição inicial do sinal EXEMPLO na sequência.
voice2sign,LIBRAS.SINTAXE.050,sintaxe,Condicional justaposta (sem conjunção),"A glosa pode apresentar a prótase e a apódose sem nenhum sinal de conjunção (SE ou EXEMPLO) entre elas, apenas pela justaposição dos sinais.",A frase em português expressa uma condição (ex: 'Se...') e a glosa não contém os sinais SE ou EXEMPLO.,true,"Se tem dúvida, interage mais pelo celular. -> DÚVIDA IX (celular) INTERAGIR MAIS",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,199,"Na Libras, encontramos, como em (58), casos de justaposição",voice2sign,voice2sign,,Basta verificar a ausência dos sinais SE ou EXEMPLO na sequência.
voice2sign,LIBRAS.SINTAXE.051,sintaxe,Ordem anteposta em condicionais,A glosa deve apresentar a prótase (cláusula condicional) antes da apódose (cláusula principal).,A frase em português expressa uma relação condicional (ex: 'se...').,true,"Se eu não tivesse ido para a Associação de Surdos, o que eu seria hoje. -> SE IX (eu) IR-NÃO ASSOCIAÇÃO SURDO IX (eu) HOJE IX (eu) O-QUE",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,210,"Na Libras, estudos prévios confirmam que a anteposição é a ordem não marcada das condicionais",voice2sign,voice2sign,,A ordem linear dos sinais na glosa permite verificar a posição da prótase.
voice2sign,LIBRAS.SINTAXE.052,sintaxe,Ordem da oração condicional (prótase antes da apódose),"A oração condicional (prótase, iniciada por SE) deve aparecer antes da oração principal (apódose) na glosa.","A frase em português contém uma estrutura condicional (ex: 'Se [evento], [consequência]').",true,"Se eu não tivesse ido para a Associação de Surdos, o que eu seria hoje? -> SE IX (eu) IR-NÃO ASSOCIAÇÃO SURDO IX (eu) HOJE IX (eu) O-QUE",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,211,(69) anteposta com conjunção. SE IX (eu) IX (ir NÃO ASSOCIAÇÃO SURDO IX eu) HOJE IX (eu O-QUE,voice2sign,voice2sign,,A ordem linear dos sinais na glosa permite verificar a posição relativa.
voice2sign,LIBRAS.SINTAXE.053,sintaxe,Omissão de preposições locativas em verbos de movimento,"Preposições locativas (como 'para', 'em', 'de') que indicam destino ou origem não devem aparecer na glosa quando o verbo de movimento já expressa essa direção ou quando o referente é apontado.",A frase em português contém um verbo de movimento seguido de uma preposição locativa indicando destino ou origem.,true,Se eu não tivesse ido para a Associação de Surdos... -> SE IX (eu) IR-NÃO ASSOCIAÇÃO SURDO,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,211,SE IX (eu) IR-NÃO ASSOCIAÇÃO SURDO IX (eu HOJE IX (eu) O-QUE,voice2sign,voice2sign,,A ausência da preposição na sequência linear de glosas é verificável.
voice2sign,LIBRAS.SINTAXE.054,sintaxe,Justaposição em orações de finalidade,"Em orações de finalidade, a relação de propósito é estabelecida por justaposição dos eventos, sem o uso de conectivos explícitos como 'para' ou 'a fim de' na glosa.","A frase em português expressa finalidade (ex: 'levou para ver', 'fui para comprar').",true,Ela me acompanhou e me levou para ver uma revista... -> IX (ela) JUNTO ACOMPANHAR LEVAR IX (lá) VER SINAL CADERNO,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,215,IX (ela) JUNTO ACOMPANHAR LEVAR IX (lá) VER SINAL CADERNO FS (revista) CADERNO,voice2sign,voice2sign,,Basta verificar a ausência de conectivos na sequência linear de glosas.
voice2sign,LIBRAS.SINTAXE.055,sintaxe,Omissão de conectivo de finalidade na glosa,"A glosa NÃO deve conter um sinal ou etiqueta que represente o conectivo de finalidade (como 'PARA', 'A-FIM-DE' ou 'COM-O-PROPÓSITO-DE'). A relação de finalidade é estabelecida pela justaposição das orações e por marcadores não-manuais (expressão facial, olhar), que não são representados na glosa textual.","A frase em português expressa uma relação de finalidade (hipotaxe adverbial de finalidade), utilizando conectivos como 'para', 'a fim de', 'com o objetivo de'.",true,"Por isso nós aceitamos a obrigação de sacrifício, de esforço, que foi importante para nós aprender e aprimorar-se. -> POR-CAUSA IX (nós) ACEITAR PAGAR ENTRE-ASPAS SACRIFÍCIO ESFORÇO IMPORTANTE PESSOA APRENDER DESENVOLVER ; eu apoio a comunidade surda brasileira para estimular os negros surdos no Brasil. -> IX (eu) APOIAR+ ÁREA COMUNIDADE ÁREA SURDO BRASIL E(isso) ESTIMULAR IX (eles) PRETO SURDO",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,216,"Não há um sinal manual que desempenhe a função de explicitar a hipotaxe de finalidade, mas as expressões faciais funcionam como um traço linguístico que contribui para realçar a hipotaxe adverbial de finalidade.",voice2sign,voice2sign,,Basta verificar a ausência das etiquetas específicas na sequência linear.
voice2sign,LIBRAS.SINTAXE.056,sintaxe,Omissão de marcadores não manuais na glosa,"Marcadores não manuais como aceno de cabeça, mouthing (ex: JÁ), direção do olhar e uso de boia (mão não dominante) NÃO devem ser representados na glosa escrita, pois a glosa é uma representação linear e manual.","A frase em português envolve orações temporais simultâneas ou não simultâneas que, em Libras, são articuladas com estratégias não manuais (boia, mouthing, aceno).",true,"Enquanto estava sentado e olhava para a janela, imaginava que era impossível para mim. -> DV (braços-sobre-a-mesa) SONHAR DV (braços-sobre-a-mesa) IMPOSSÍVEL IX (eu) ; Quando me formei, comecei a trabalhar dentro do INES, onde estou até agora. -> FORMAR PEGAR-VAGA TRABALHAR DENTRO INES ATÉ-AGORA",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,226,"A glosa NÃO CARREGA (a menos que haja anotação explícita em separado): expressão facial e demais marcadores não-manuais; uso do espaço de sinalização e localização dos referentes; direção, trajetória, velocidade ou repetição do movimento; configuração de mão.",voice2sign,voice2sign,,Verifica ausência de etiquetas específicas na sequência linear escrita.
voice2sign,LIBRAS.SINTAXE.057,sintaxe,Omissão de marcador de oração encaixada substantiva,A glosa não deve conter um item lexical ou marcador específico que indique a existência de uma oração encaixada substantiva; a articulação entre as orações é feita por justaposição.,A frase em português contém uma oração encaixada substantiva (que funciona como sujeito ou predicado).,true,Ler os lábios (era) impossível. -> DV (lábios) VER IMPOSSÍVEL ; Ler lábios de diferentes professores que se alternavam era difícil. -> TROCAR ORALIZAR PASSAR+ DIFÍCIL PALM-UP ; (Era) possível entender e visualizar (todos). -> POSSÍVEL ENTENDER OLHAR ; É muito especial vir aqui. -> ESPECIAL VIR,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,231,"Não há um sinal que marque a sentença encaixada, mas a proposição entre as duas sentenças emerge o contexto.",voice2sign,voice2sign,,A ausência do marcador na sequência linear é verificável por texto.
voice2sign,LIBRAS.SINTAXE.058,sintaxe,Ordem direta em oração encaixada substantiva,"A glosa pode apresentar a ordem direta, com a oração encaixada (sujeito) precedendo o predicado (verbo de estado).",A frase em português apresenta uma oração encaixada substantiva em ordem direta (Sujeito oracional + Predicado).,true,Ler os lábios (era) impossível. -> DV (lábios) VER IMPOSSÍVEL ; Ler lábios de diferentes professores que se alternavam era difícil. -> TROCAR ORALIZAR PASSAR+ DIFÍCIL PALM-UP,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,231,"A sentença (86) apresenta a ordem direta de sujeito e predicado. Ao invés de o sujeito ser desempenhado por um substantivo, tem-se, nesse caso, um exemplo de uma oração que desempenha a função de sujeito",voice2sign,voice2sign,,A ordem linear dos sinais na glosa permite verificar a precedência.
voice2sign,LIBRAS.SINTAXE.059,sintaxe,Ordem inversa em oração encaixada substantiva,"A glosa pode apresentar a ordem inversa, com o predicado (verbo de estado) precedendo a oração encaixada (sujeito), por razões discursivas.",A frase em português apresenta uma oração encaixada substantiva em ordem inversa (Predicado + Sujeito oracional).,true,(Era) possível entender e visualizar (todos). -> POSSÍVEL ENTENDER OLHAR ; É muito especial vir aqui. -> ESPECIAL VIR,Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,233,"A sentença (88) é constituída por duas orações, sendo sujeito e predicado em ordem inversa: Predicado + Sujeito oracional. A sentença inicia com POSSÍVEL (ser possível), que desempenha a função de predicado",voice2sign,voice2sign,,A ordem linear dos sinais na glosa permite verificar a inversão.
voice2sign,LIBRAS.SINTAXE.060,sintaxe,Uso do conectivo O-QUE em orações encaixadas substantivas manuais,"A glosa deve conter o sinal O-QUE para introduzir a oração encaixada substantiva (seja ela subjetiva ou objetiva) quando a articulação é feita por um item lexical manual, em vez de apenas justaposição.","A frase em português contém uma oração encaixada substantiva introduzida por 'que' (ex: 'é o que', 'significa que', 'acredito que', 'mostra que') e a descrição indica que a articulação é manual.",true,"O mais importante é o que, sinalizar, vai [...] -> MAIS IMPORTANTE O-QUE SINALIZAR E (vai) ; Porque a inclusão significa que tem proposta... -> PORQUE INCLUSÃO IX (inclusão) SIGNIFICA O-QUE TER PROPOSTA... ; Eu acredito que o problema é a sociedade... -> ACREDITAR O-QUE PROBLEMA É SOCIAL... ; Isso mostra que o meu processo de aquisição... -> MOSTRAR O-QUE PROCESSO AQUISIÇÃO...",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,236,"A sentença (91), ao contrário das anteriores, apresenta um item lexical que contribui para evidenciar a relação entre as duas sentenças: O-QUE. Por isso, pode ser classificada como uma oração encaixada substantiva subjetiva manual.",voice2sign,voice2sign,,Basta verificar a presença do sinal O-QUE na sequência escrita.
voice2sign,LIBRAS.SINTAXE.061,sintaxe,Ordem inversa em orações encaixadas substantivas,"A glosa pode apresentar a ordem inversa, iniciando com o predicado oracional (ex: DIFÍCIL, MAIS IMPORTANTE) seguido pelo sujeito oracional, em vez da ordem direta (sujeito + predicado).",A frase em português é uma oração encaixada substantiva (subjetiva ou objetiva) e a descrição indica que o sinalizante optou pela ordem inversa por razões discursivas.,true,"É difícil eu responder certo. -> DIFÍCIL IX (eu) RESPONDER CERTO ; O mais importante é o que, sinalizar, vai [...] -> MAIS IMPORTANTE O-QUE SINALIZAR E (vai)",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,235,"A sentença (90), a exemplo das anteriores, também apresenta a ordem inversa entre sujeito e predicado. Inicia com o predicado oracional DIFÍCIL (ser difícil), que exerce a função sintática de predicativo do sujeito.",voice2sign,voice2sign,,A ordem linear dos sinais na glosa permite verificar a inversão.
voice2sign,LIBRAS.SINTAXE.062,sintaxe,Uso de O-QUE como conectivo em orações encaixadas substantivas,"A glosa deve conter o sinal O-QUE para introduzir a oração encaixada substantiva objetiva direta, funcionando como conectivo entre a oração principal e a subordinada.",A frase em português contém uma oração encaixada substantiva objetiva direta introduzida por 'que' (ex: 'aprendi que...').,true,"Atualmente já aprendi que o que me fez me movimentar, crescer, desenvolver, também ser líder. -> AGORA IX (eu) APRENDER++ O-QUE MOVIMENTAR MAIS PROCESSO MOVIMENTAR IX (processo) TAMBÉM LÍDER",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,240,"O objeto direto da sentença é a oração encaixada substantiva objetiva direta, introduzida pelo conectivo O-QUE",voice2sign,voice2sign,,Basta verificar a presença do sinal O-QUE na sequência escrita.
voice2sign,LIBRAS.SINTAXE.063,sintaxe,Omissão de conectivo relativo,A glosa não deve conter um item lexical que funcione como conectivo relativo (como 'QUE' ou 'QUAL') entre o termo antecedente e a oração relativa restritiva. As orações são articuladas por justaposição.,"A frase em português contém uma oração relativa restritiva (ex: 'que', 'quem', 'qual' referindo-se a um substantivo anterior).",true,"Tinha um amigo, que era meu vizinho... -> IX (eu) TROCAR TER UM AMIGO VIZINHO IX (eu) SEMPRE-JUNTO INTERAGIR",Gramática da Libras Vol.2 (INES) — Cap.8 Articulação de orações,250,"Não há um conectivo que articule as duas orações, mas é empregada a estratégia de justaposição entre as sentenças.",voice2sign,voice2sign,,Basta verificar a ausência de etiquetas QUE ou QUAL na sequência.
voice2sign,LIBRAS.NEGACAO.001,negacao,Posição do advérbio de negação entre sujeito e verbo,"Em sentenças negativas com verbo simples, o advérbio de negação (ex: NUNCA) aparece na glosa posicionado entre o sujeito e o verbo.","A frase em português é uma sentença negativa com verbo simples e um advérbio de negação (como 'nunca', 'não').",true,Eu nunca oralizei com fonoaudiólogo. -> IX (eu)S NUNCA ORALIZARV FONOO,Gramática da Libras Vol.2 (INES) — Cap.7 Sintaxe da Libras,38,(31) SVO verbo simples com negação. IX (eu)S NUNCA ORALIZARV FONOO,voice2sign,voice2sign,,A ordem linear dos sinais na glosa permite verificar a posição relativa.
voice2sign,LIBRAS.NEGACAO.002,negacao,Posição da negação com verbos de concordância,O sinal de negação (NÃO ou variante) deve aparecer ANTES do verbo marcado com concordância.,"A frase contém um verbo que é marcado com concordância (ex: CONVIDAR, VER) e uma negação.",true,Eu não fui convidado. -> IX (eu) NEG-0-nãotenso CONVIDAR,Gramática da Libras Vol.2 (INES) — Cap.7 Sintaxe da Libras,60,"Quadros (1999) verificou que a negação comumente aparece na posição final da sentença, mas também pode aparecer antes dos verbos marcados com concordância",voice2sign,voice2sign,,A ordem relativa entre a negação e o verbo é visível na sequência linear.
