id,categoria,titulo,descricao,gatilho,verificavel_por_texto,exemplos,fonte_pagina,fonte_citacao,status,regra_base_correspondente,justificativa
ASLFD.048,pronomes,Formação de perguntas possessivas,"Usar o possuidor, o objeto e um sinal de interrogação",Perguntas sobre posse,True,T-O-N-Y — COAT — Q,138,"Fingerspell the name of the person, point to the item you’re talking about, and sign a question mark",parcial,PRON.2.5,"A base já aborda pronomes interrogativos (PRON.2.5), incluindo exemplos como 'MY DAUGHTER VERY-SICK', mas não especifica a estrutura de perguntas possessivas que combinam possuidor, objeto e sinal de interrogação. A regra extraída acrescenta uma condição relevante sobre a formação de perguntas de posse, que não está explicitamente coberta na base."
ASLFD.049,sintaxe,Estrutura tópico-comentário,"A estrutura básica de frase em ASL segue o padrão tópico-comentário, onde o tópico (informação já conhecida) precede o comentário (nova informação).",frase declarativa com referência a contexto anterior,True,HERE CROSS STREET — NORTH GO ME ; LAKE ARRIVE — RIGHT TURN,150,Sign: HERE CROSS STREET — NORTH GO ME,nao_temos,,"A base de regras não contém nenhuma regra que trate da estrutura tópico-comentário em ASL. As regras existentes focam em morfologia (derivação, reduplicação, compostos) e em pronomes/verbos (concordância, uso do espaço), mas nenhuma aborda a organização sintática de frases em termos de tópico e comentário."
ASLFD.050,sintaxe,Formação de perguntas,"Perguntas diretas são formadas com a palavra-chave interrogativa no início da frase, seguida do verbo e do sujeito, terminando com a marcação facial de pergunta (Q).",pergunta direta com palavra interrogativa,True,MUSEUM WHERE — KNOW YOU Q ; APPLES ORANGES — WANT YOU — WHICH,149,Sign: MUSEUM WHERE — KNOW YOU Q,ja_temos,PRON.2.5,"A regra PRON.2.5 já aborda a formação de perguntas com palavras interrogativas (WHO, WHAT, WHERE etc.) no início da frase, acompanhadas de marcadores não-manuais (expressão facial). A estrutura descrita (palavra interrogativa + verbo + sujeito) está alinhada com exemplos como 'WHAT TIME?' e 'WHERE YOU FIND?', que seguem a ordem mencionada na regra extraída."
ASLFD.051,verbos,Direcionalidade verbal,Verbos direcionais em ASL indicam direção ou localização usando a orientação do espaço ou a posição das mãos.,verbo que indica movimento ou localização,True,BRIDGE — GO OVER ; MOUNTAIN BASE — SMALL STORE — THERE,156,Sign: BRIDGE — GO OVER,conflito,VERB.3.8,"A base já aborda verbos direcionais (VERB.3.8), mas afirma que a direcionalidade NÃO é verificável no texto, enquanto a regra extraída afirma que é verificável por texto. Isso cria uma incompatibilidade na verificabilidade do fenômeno."
ASLFD.052,sintaxe,Conjunções contrastivas,"A conjunção 'BUT' é usada para contrastar duas orações, posicionada entre elas.",contraste entre duas ações ou situações,True,PARTY GO — BUT HOME MIDNIGHT — MUST YOU,159,Sign: PARTY GO — BUT HOME MIDNIGHT — MUST YOU,nao_temos,,"A regra extraída trata de conjunções contrastivas (como 'BUT') na sintaxe da ASL, um fenômeno não abordado em nenhuma das regras da base, que se concentram em morfologia, pronomes e verbos. A base não contempla regras sobre conectivos ou estruturas sintáticas de contraste."
ASLFD.053,sintaxe,Conjunções alternativas,"As conjunções 'EITHER' e 'NEITHER' são usadas para apresentar opções ou negações alternativas, seguidas de resposta afirmativa ou negativa.",resposta a pergunta com opções múltiplas,True,EITHER FINE ; NEITHER,162,Sign response: NEITHER,nao_temos,,"A regra extraída trata de conjunções alternativas (EITHER/NEITHER) em respostas a perguntas com múltiplas opções, um fenômeno sintático não abordado em nenhuma das regras da base. As regras existentes focam em morfologia, pronomes e verbos, mas não em estruturas de concordância ou uso de conjunções alternativas."
ASLFD.054,tempo-aspecto,Marcação de conclusão,A palavra 'FINISH' é usada para marcar a conclusão de uma ação antes de outra ação começar.,sequência de ações com conclusão explícita,True,TWO M-I-L-E-S FINISH — GO EAST,150,Sign: YES — BUT TWO M-I-L-E-S FINISH — GO EAST,nao_temos,,"A regra extraída trata da marcação de conclusão de ação com 'FINISH' em sequências, um fenômeno de aspecto-temporal. Nenhuma regra da base aborda explicitamente a função de 'FINISH' como marcador de conclusão de ação em textos, embora regras como [MORF.1.4] mencionem aspecto verbal (lento/rápido), isso não cobre a marcação de conclusão de ação em sequência."
ASLFD.055,tempo-aspecto,Marcação de passado com 'FINISH',A partícula 'FINISH' no início da frase indica tempo passado.,Frase no passado com 'FINISH',True,FINISH — SOUP — BREAD — SERVE,178,Finish at the beginning of a sentence adds past tense to the whole sentence.,nao_temos,,"A base de regras não contém nenhuma regra sobre marcação de tempo verbal, especialmente a utilização da partícula 'FINISH' para indicar passado. As regras existentes abordam morfologia, pronomes e concordância verbal, mas nenhuma trata de marcas temporais no texto."
ASLFD.056,sintaxe,Ordem adjetivo-substantivo,Adjetivos precedem o substantivo na estrutura da frase.,Frase com adjetivo e substantivo,True,COLD O-J ; STEAK — R-A-R-E,178,The orange juice is cold. Sign: COLD O-J,nao_temos,,"A base de regras não contém nenhuma regra sobre ordem sintática de adjetivo-substantivo. Todas as regras existentes tratam de morfologia, pronomes ou verbos, mas nenhuma aborda a estrutura sintática de frases com adjetivos e substantivos."
ASLFD.057,negacao,Negação com 'NOT',A partícula 'NOT' segue o substantivo negado.,Frase com negação de substantivo,True,EGGS WANT — CEREAL NOT — ME,169,"English: I want eggs, not cereal. Sign: EGGS WANT — CEREAL NOT — ME",nao_temos,,A base de regras não contém nenhuma regra sobre negação com 'NOT' ou posicionamento de partículas negativas em relação a substantivos. A regra extraída trata de um fenômeno específico de negação que não está mapeado na base atual.
ASLFD.058,sintaxe,Ordem quantidade-substantivo,A quantidade precede o substantivo na estrutura da frase.,Frase com quantidade e substantivo,True,THREE BOWLS — NEED ME,165,English: I need three bowls. Sign: THREE BOWLS — NEED ME,nao_temos,,"A regra extraída trata da ordem sintática 'quantidade-substantivo' em frases, um fenômeno de sintaxe. A base de regras não contém nenhuma regra que aborde a ordem de palavras entre quantidade e substantivo. Regras como MORF.1.3 (incorporação de numeral) e PRON.2.3 (possessivos) lidam com numerais, mas não com a ordem sintática em frases."
ASLFD.059,morfologia,Uso de soletração para adjetivos,Adjetivos como 'rare' são representados por soletração manual.,Adjetivo representado por soletração,True,STEAK — R-A-R-E,177,"If you want your steak rare, fingerspell R-A-R-E.",nao_temos,,"A base de regras não contém nenhuma regra que trate da formação ou representação de adjetivos por meio de soletração manual. As regras existentes abordam derivação verbo-substantivo, compostos, incorporação de numerais, reduplicação e pronomes, mas não mencionam o uso de soletração para adjetivos."
ASLFD.060,sintaxe,Estrutura tópico-comentário,A estrutura da frase começa com o tópico (pedido) seguido do comentário (objetos e ação).,Frase de pedido,True,PLEASE — FORK — KNIFE — SPOON — NEED ME,165,"English: I need another place setting, please. Sign: PLEASE — FORK — KNIFE — SPOON — NEED ME",nao_temos,,"A regra extraída trata de uma estrutura sintática de tópico-comentário, que não é abordada em nenhuma das regras da base. As regras existentes focam em morfologia, pronomes e verbos, mas não em estruturas frasais ou sintaxe."
ASLFD.061,sintaxe,Estrutura tópico-comentário,A estrutura de frase em ASL frequentemente coloca o tópico (informação já conhecida) seguido do comentário (nova informação).,quando uma frase contém um tópico e um comentário relacionado,True,English: I’d like a potato with my fish. Sign: MY FISH — POTATO TOGETHER — WANT ME ; English: She likes tortillas. Sign: TORTILLAS — SHE LIKES,179,Sign: MY FISH — POTATO TOGETHER — WANT ME,nao_temos,,"A regra extraída trata de uma estrutura sintática (tópico-comentário) que não é abordada em nenhuma das regras existentes da base, que se concentram em morfologia, pronomes e verbos. A base não possui categorias ou regras explicitamente dedicadas à sintaxe ou à organização de frases em ASL."
ASLFD.062,sintaxe,Posição dos adjetivos,Adjetivos em ASL geralmente seguem imediatamente o substantivo que modificam.,quando um adjetivo modifica um substantivo,True,English: Tostadas are cheap. Sign: TOSTADA — CHEAP ; English: The coffee is strong. Sign: COFFEE — STRONG,183,Sign: TOSTADA — CHEAP,nao_temos,,"A base de regras não contém nenhuma regra que trate da posição de adjetivos em relação aos substantivos. As regras existentes abordam morfologia (derivação, compostos, reduplicação), pronomes e verbos, mas não mencionam a ordem sintática adjetivo-substantivo, que é o fenômeno gramatical da regra extraída."
ASLFD.063,pergunta,Formação de perguntas diretas,Perguntas diretas em ASL frequentemente colocam a palavra-chave da pergunta após o tópico e terminam com o marcador de interrogação 'Q'.,quando uma pergunta direta é formada com palavra-chave,True,English: What would you like to drink? Sign: DRINK — WANT WHAT Q,186,Sign: DRINK — WANT WHAT Q,parcial,PRON.2.5,"A base já aborda marcadores não-manuais para perguntas interrogativas (WH-questions), mas não menciona explicitamente a estrutura de colocar a palavra-chave da pergunta após o tópico ou o uso específico do marcador 'Q' no final. A regra extraída acrescenta uma condição de formação estrutural que não está detalhada na base."
ASLFD.064,sintaxe,Marcador de futuro,Frase no futuro em ASL frequentemente termina com o marcador 'WILL' após o verbo.,quando uma ação está no futuro,True,English: We will eat dinner at a restaurant. Sign: RESTAURANT — EVENING FOOD — EAT THERE — WE WILL,182,Sign: RESTAURANT — EVENING FOOD — EAT THERE — WE WILL,nao_temos,,"A base de regras não contém nenhuma regra sobre marcadores de futuro ou uso do sinal 'WILL' para indicar tempo verbal futuro. As regras existentes sobre verbos focam em concordância espacial, classificadores e aspectos morfológicos, mas não abordam marcas temporais no texto da glosa."
ASLFD.065,sintaxe,Ordem SOV (sujeito-objeto-verbo),A ordem padrão de sinais em frases afirmativas é: pronome possessivo + objeto + verbo,frase afirmativa com verbo de ação,True,YOUR COAT WEAR ; SCARF WHITE ; HER BELT — LEATHER,195,English: Wear your coat. Sign: YOUR COAT WEAR,nao_temos,,"A regra extraída trata da ordem SOV (sujeito-objeto-verbo) em frases afirmativas, com ênfase em possessivo + objeto + verbo. A base de regras não contém nenhuma regra que aborde a ordem sintática de sinais em ASL, especialmente não menciona SOV como padrão ou condição específica. As regras sobre verbos (como [VERB.3.7]) descrevem a necessidade de sujeito e objeto como sinais separados, mas não especificam a ordem dos sinais no texto."
ASLFD.066,sintaxe,Adjetivo após o substantivo,Adjetivos seguem o substantivo no qual se aplicam,descrição de características de objetos,True,SCARF WHITE ; HER DRESS — BLUE WHITE ; HE WORE A YELLOW COTTON SHIRT,195,English: The scarf is white. Sign: SCARF WHITE,nao_temos,,"A regra extraída trata da posição dos adjetivos após o substantivo em ASL, um fenômeno sintático não abordado em nenhuma das regras da base. As regras existentes focam em morfologia (reduplicação, formação de compostos) e pronomes, mas não mencionam a ordem adjetivo-substantivo."
ASLFD.067,pergunta,Formação de perguntas sim/não,Perguntas sim/não são formadas com o sinal Q no final da frase,pergunta binária (sim/não),True,GLOVES YOURS Q ; MY SWEATER — WHERE Q ; T-SHIRT SHOP — OPEN — WHEN Q,195,Sign: GLOVES YOURS Q,nao_temos,,A base de regras não contém nenhuma regra sobre formação de perguntas sim/não com o sinal Q no final da frase. As regras existentes sobre perguntas (PRON.2.5) tratam de WH-questions (interrogativos) e não de perguntas binárias sim/não.
ASLFD.068,sintaxe,Estrutura condicional,"Condições são introduzidas com IF, seguidas pela ação condicional e depois pela consequência",frase com 'if' ou 'se',True,IF PANTS WEAR — HIGH HEELS WEAR NOT ; IF BLOUSE YOU WEAR — TIE ME WEAR,198,Sign: IF PANTS WEAR — HIGH HEELS WEAR NOT,nao_temos,,"A base de regras não contém nenhuma regra sobre estruturas condicionais introduzidas por 'IF' ou 'se'. As regras existentes abordam morfologia, pronomes e verbos, mas nenhuma trata de estruturas sintáticas condicionais, que é o fenômeno gramatical da regra extraída."
ASLFD.069,negacao,Negação após o verbo,A negação é marcada com o sinal NOT imediatamente após o verbo,negação de ação,True,WEAR NOT ; WEAR — HIGH HEELS WEAR NOT,198,Sign: IF PANTS WEAR — HIGH HEELS WEAR NOT,nao_temos,,"A base de regras não contém nenhuma regra sobre negação na ASL, incluindo marcação ou posicionamento do sinal NOT. A regra extraída trata de um fenômeno (negação após o verbo) que não é abordado em nenhuma das categorias existentes (morfologia, pronomes ou verbos)."
ASLFD.070,tempo-aspecto,Marcação de tempo passado,O tempo passado é marcado com o sinal FINISH antes da ação,ação concluída no passado,True,FINISH — HE WEAR SHIRT — YELLOW COTTON,208,Sign: FINISH — HE WEAR SHIRT — YELLOW COTTON,nao_temos,,"A base de regras não contém nenhuma regra sobre marcação de tempo passado com o sinal FINISH. As regras existentes sobre verbos focam em concordância espacial/orientacional, formação de compostos e aspectos morfológicos, mas não abordam marcas temporais específicas como a mencionada na regra extraída."
ASLFD.071,sintaxe,Estrutura tópico-comentário,"O tópico (objeto/assunto) é colocado à esquerda, seguido pelo comentário (atributo/ação)",declaração de características ou ações,True,MY SWEATER — WHERE Q ; HER PURSE — NICE,199,Sign: MY SWEATER — WHERE Q,nao_temos,,"A regra extraída trata de uma estrutura sintática tópico-comentário, que não é abordada em nenhuma das regras da base. As regras existentes focam em morfologia, pronomes e verbos, mas nenhuma menciona a organização tópica da frase ou a relação entre tópico e comentário."
ASLFD.072,pronomes,Pronomes possessivos antes do substantivo,Pronomes possessivos precedem o substantivo ao qual se referem,possessão de objeto,True,YOUR COAT ; MY SWEATER ; HER DRESS,195,English: Where is my sweater? Sign: MY SWEATER — WHERE Q,ja_temos,PRON.2.3,"A regra PRON.2.3 da base já descreve pronomes possessivos como determinantes que precedem o substantivo (ex.: 'MY DAUGHTER', 'YOUR NAME'), o que corresponde à regra extraída sobre a ordem pronomes-possessivos + substantivo. Não há conflito ou nova informação."
ASLFD.073,sintaxe,Ordem sujeito-predicado,A ordem básica de frases declarativas é [sujeito] — [predicado],Frase declarativa simples,True,BLUE DRESS — PRETTY ; BROWN SHOES — BIG,209,Sign: BLUE DRESS — PRETTY,nao_temos,,"A regra extraída trata da ordem sujeito-predicado na sintaxe de frases declarativas, um fenômeno de estrutura frasal. A base de regras existente aborda morfologia (derivação, reduplicação, compostos) e pronomes, mas não inclui regras sobre ordem sintática ou estrutura de frases. Nenhuma regra da base cobre esse fenômeno de sintaxe."
ASLFD.074,pergunta,Formação de perguntas sim/não,Perguntas sim/não são formadas com a marcação Q no final da frase,Pergunta sim/não,True,BLACK SLACKS — YOU LIKE Q ; WHAT IS YOUR SCHEDULE FOR TOMORROW Q,210,Sign: BLACK SLACKS — YOU LIKE Q,nao_temos,,"A base de regras não contém nenhuma regra sobre formação de perguntas sim/não. As regras existentes sobre perguntas (PRON.2.5) tratam apenas de pronomes interrogativos (WH-questions), não de perguntas fechadas sim/não com marcação Q."
ASLFD.075,negacao,Negação com NOT,A negação é marcada pelo sinal NOT no final da frase,Frase negativa,True,A LOT MONEY — HAVE ME — NOT,214,Sign: A LOT MONEY — HAVE ME — NOT,nao_temos,,"A base de regras não contém nenhuma regra sobre negação com o sinal NOT no final da frase. As regras existentes abordam morfologia, pronomes e verbos, mas não mencionam a marcação de negação ou o uso do sinal NOT."
ASLFD.076,sintaxe,Estrutura condicional,Condições são formadas com IF seguido da ação e depois do resultado,Frase condicional,True,IF BLOUSES BUY — PANTS NEED ME,215,Sign: IF BLOUSES BUY — PANTS NEED ME,nao_temos,,"A base de regras não contém nenhuma regra sobre estruturas condicionais na ASL. As regras existentes abordam morfologia (derivacao, reduplicacao), pronomes e verbos, mas nenhuma trata da formacao de condicionais com 'IF' ou estruturas sintáticas condicionais."
ASLFD.077,sintaxe,Comparação de graus,Comparativos são formados com a base do adjetivo seguido de MODIFICADOR,Comparação entre dois itens,True,RED SHIRT — GREEN SHIRT — RED BETTER,217,Sign: RED SHIRT — GREEN SHIRT — RED BETTER,nao_temos,,"A regra extraída trata da formação de comparativos em ASL via sintaxe (adjetivo + modificador), fenômeno não abordado em nenhuma regra da base, que se concentra em morfologia, pronomes e concordância verbal. Não há regra na base que discuta formação de graus comparativos em ASL."
ASLFD.078,sintaxe,Superlativo,Superlativos são formados com a base do adjetivo seguido de TOP/WORST,Superlativo,True,HIS COAT — WARM — TOP ; YOUR SHOES — UGLY — WORST,218,Sign: HIS COAT — WARM — TOP,nao_temos,,"A base de regras não contém nenhuma regra sobre formação de superlativos em ASL, nem menciona o uso de TOP/WORST para esse fim. As regras existentes tratam de derivação morfológica (MORF), pronomes (PRON) e verbos (VERB), mas não abordam fenômenos sintáticos de superlativo."
ASLFD.079,tempo-aspecto,Marcação de passado,O passado é marcado pelo sinal FINISH no início da frase,Evento no passado,True,FINISH — EVENT — CANCEL,222,You sign finish to show that the sentence is in past tense,nao_temos,,"A base de regras não contém nenhuma regra sobre marcação de tempo verbal (passado) com o sinal FINISH no início da frase. As regras existentes sobre aspecto (MORF.1.4) e verbos direcionais (VERB.3.8) não mencionam marcação de passado com um sinal específico, focando em reduplicação, movimento espacial ou classificadores."
ASLFD.080,tempo-aspecto,Marcação de futuro,O futuro é marcado pelo tempo especificado no início da frase,Frase sobre agenda futura,True,TOMORROW — YOUR SCHEDULE — WHAT Q,221,Sign: TOMORROW — YOUR SCHEDULE — WHAT Q,nao_temos,,"A base de regras não contém nenhuma regra sobre marcação de futuro ou fenômenos temporais. A regra extraída trata de um fenômeno de aspecto/tempo (futuro marcado por especificação temporal no início da frase), que não é abordado em nenhuma das regras existentes, que focam em morfologia, pronomes e concordância verbal, mas não em categorias temporais."
ASLFD.081,sintaxe,Estrutura tópico-comentário,"Frase começa com tópico (tempo, local, condição) seguido do comentário (ação/afirmação).","frase com tópico explícito (ex.: 'FINISH', 'DURING')",True,FINISH — NEW MYSTERY — SEE US ; DURING INTERMISSION — LEAVE ME,227,English: We went to see the new mystery. Sign: FINISH — NEW MYSTERY — SEE US,nao_temos,,"A regra extraída trata de uma estrutura sintática de tópico-comentário, que não é abordada em nenhuma das regras da base. As regras existentes focam em morfologia, pronomes e verbos, mas nenhuma menciona organização de frases em tópico e comentário."
ASLFD.082,sintaxe,Ordem condicional,Cláusula condicional precede a cláusula principal.,frase com 'IF' ou equivalente,True,IF MOVIE O-C — ME GO,226,"English: If the movie is open-captioned, I’ll go. Sign: IF MOVIE O-C — ME GO",nao_temos,,"A base de regras não contém nenhuma regra sobre ordem condicional (cláusula condicional precedendo a principal). As regras existentes abordam morfologia, pronomes e verbos, mas nenhuma trata da estrutura sintática de frases condicionais ou ordem de cláusulas."
ASLFD.083,tempo-aspecto,Marcação de tempo passado,Uso de 'FINISH' no início da frase indica ação concluída.,frase referindo-se a evento passado,True,FINISH — NEW MYSTERY — SEE US,227,English: We went to see the new mystery. Sign: FINISH — NEW MYSTERY — SEE US,nao_temos,,"A base de regras não contém nenhuma regra sobre marcação de tempo passado em ASL, nem menciona o uso de 'FINISH' ou outro sinal específico para indicar ação concluída. As regras existentes abordam morfologia, pronomes e verbos, mas não fenômenos de tempo-aspecto relacionados a marcas temporais no início da frase."
ASLFD.084,sintaxe,Estrutura temporal,"Frase começa com marca temporal (ex.: 'AFTERNOON', 'SATURDAY')",frase com referência a horário/data,True,AFTERNOON MOVIE — FUNNY ; SATURDAY MOVIE — O-C,226,English: The matinee was a comedy. Sign: AFTERNOON MOVIE — FUNNY,nao_temos,,"A regra extraída trata da estrutura temporal em ASL, exigindo que frases com referência a horário/data comecem com um marcador temporal. Nenhuma regra na base aborda esse fenômeno sintático específico, pois as regras existentes focam em morfologia (reduplicação, formação de compostos) e pronomes, não em estruturas temporais ou ordem de palavras."
ASLFD.085,sintaxe,Ordem sujeito-verbo-objeto,Sujeito + verbo + objeto em frases afirmativas simples.,frase declarativa com sujeito e objeto explícitos,True,MOVIE — SOLD OUT ; LIGHTS OUT — TALKING STOP,226,English: The movie sold out. Sign: MOVIE — SOLD OUT,nao_temos,,"A base de regras não contém nenhuma regra sobre ordem sintática de frases (SVO) em ASL. As regras existentes abordam morfologia, pronomes e verbos com concordância, mas nenhuma trata da estrutura de frase ou ordem de constituintes, que é o fenômeno gramatical da regra extraída."
ASLFD.086,pergunta,Formação de perguntas sim/não,"Perguntas sim/não são formadas com a adição do sinal Q no final da frase, após o sujeito e o verbo.",frase interrogativa sim/não,True,English: Is that the manager? Sign: MANAGER — HIM (point) Q ; English: Where is the boss? Sign: BOSS — WHERE Q,239,Sign: MANAGER — HIM (point) Q,nao_temos,,"A base não contém regra sobre formação de perguntas sim/não com o sinal Q. As regras existentes sobre perguntas (PRON.2.5) tratam de WH-questions, não de perguntas sim/não, que normalmente usam marcadores não-manuais (expressão facial) e não um sinal Q explícito no texto."
ASLFD.087,negacao,Negação com NO,"A negação é marcada pelo sinal NO no início da frase, seguido pelo sujeito e predicado.",frase negativa,True,"English: No, he is the assistant manager. Sign: NO — ASSISTANT MANAGER — HIM",239,Sign: NO — ASSISTANT MANAGER — HIM,nao_temos,,"A base de regras não contém nenhuma regra sobre negação marcada pelo sinal NO no início da frase. As regras existentes abordam morfologia, pronomes e verbos, mas não tratam de mecanismos de negação."
ASLFD.088,sintaxe,Ordem sujeito-objeto em perguntas wh,"Perguntas wh (onde, quem) seguem a ordem: [wh-word] — [sujeito] — Q",pergunta com palavra interrogativa,True,English: Who is my supervisor? Sign: MY — SUPERVISOR — WHO Q ; English: Where is the stapler? Sign: STAPLER — WHERE — Q,239,Sign: MY — SUPERVISOR — WHO Q,nao_temos,,"A base não contém regra que trate da ordem sintática específica [wh-word] - [sujeito] - Q em perguntas WH. Embora PRON.2.5 mencione marcadores não-manuais e posição de WH, não aborda a estrutura sintática da ordem dos elementos na frase."
ASLFD.089,tempo-aspecto,Marcação de estado/condição,"Verbos que indicam estado/condição (broke, froze) são usados diretamente após o sujeito sem marcação de tempo explícita.",declaração sobre estado/condição,True,English: The copy machine is broken. Sign: COPY MACHINE — BROKE ; English: My computer is frozen. Sign: MY COMPUTER — FROZE,242,Sign: COPY MACHINE — BROKE,nao_temos,,"A regra extraída trata de verbos de estado/condição que não exigem marcação temporal explícita, um fenômeno de aspecto/tempo. Nenhuma regra da base aborda diretamente a relação entre categorias verbais de estado/condição e a ausência de marcação temporal em ASL. As regras existentes focam em concordância, formação de compostos, pronomes e classificadores, mas não em aspectos específicos de verbos de estado."
ASLFD.090,sintaxe,Estrutura de perguntas condicionais,Perguntas condicionais usam a estrutura: IF — [verbo] — [sujeito] — [sujeito] — SAME,frase condicional,True,"English: If you trade stocks, I will, too. Sign: IF TRADE — YOU — ME — SAME",244,Sign: IF TRADE — YOU — ME — SAME,nao_temos,,"A regra extraída trata de estrutura sintática específica para perguntas condicionais (IF + verbo + sujeito + sujeito + SAME), fenômeno não abordado em nenhuma regra da base. As regras existentes sobre perguntas (PRON.2.5) se limitam a pronomes interrogativos (WH-questions), não a estruturas condicionais."
ASLFD.091,sintaxe,Estrutura de perguntas sobre localização,Perguntas sobre localização usam a ordem: [objeto] — WHERE — Q,pergunta sobre localização,True,English: Where is the stapler? Sign: STAPLER — WHERE — Q,242,Sign: STAPLER — WHERE — Q,parcial,PRON.2.5,"A base já aborda perguntas interrogativas (WH-questions) e inclui exemplos com 'WHERE', mas não especifica explicitamente a estrutura sintática [objeto] — WHERE — Q. A regra extraída acrescenta uma condição de ordem que não está formalmente definida na base, embora exemplos como 'WHERE YOU FIND?' sugiram parcialmente esse padrão."
ASLFD.092,sintaxe,Estrutura de perguntas sobre posse,Perguntas sobre posse usam a ordem: [pronome possessivo] — [objeto] — WHO Q,pergunta sobre posse,True,English: Who is my supervisor? Sign: MY — SUPERVISOR — WHO Q,239,Sign: MY — SUPERVISOR — WHO Q,nao_temos,,"A regra extraída trata de uma estrutura específica de perguntas sobre posse (ordem [pronome possessivo] - [objeto] - WHO Q), que não é abordada em nenhuma regra da base. Embora a base mencione pronomes possessivos (PRON.2.3) e pronomes interrogativos (PRON.2.5), nenhuma regra descreve a ordem sintática específica para perguntas de posse."
ASLFD.093,sintaxe,Estrutura de afirmações com sujeito,Afirmações com sujeito seguem a ordem: [sujeito] — [predicado] — TRUE (afirmação),afirmação positiva,True,"English: Dee, she is a good boss. Sign: D-E-E — GOOD BOSS — TRUE (affirmation)",239,Sign: D-E-E — GOOD BOSS — TRUE (affirmation),nao_temos,,"A regra extraída trata da estrutura de afirmações com a ordem [sujeito] - [predicado] - TRUE, incluindo um marcador de afirmação explícito. Nenhuma regra da base menciona a estrutura sintática de afirmações com um componente 'TRUE' ou marcador semelhante no texto da glosa, mesmo que regras como [VERB.3.7] abordem ordem de sujeito e predicado, elas não contemplam esse elemento adicional."
ASLFD.094,sintaxe,Estrutura de perguntas sobre trabalho,Perguntas sobre trabalho seguem a ordem: WORK — [sujeito] — WHERE — Q,pergunta sobre local de trabalho,True,English: Where do you work? Sign: WORK—YOU—WHERE — Q,244,Sign: WORK—YOU—WHERE — Q,nao_temos,,"A base não contém regra específica sobre a estrutura sintática de perguntas sobre trabalho (WORK — [sujeito] — WHERE — Q). Embora a base aborde WH-questions (PRON.2.5), ela não detalha a ordem específica de elementos em perguntas sobre local de trabalho, que é o fenômeno gramatical central da regra extraída."
ASLFD.095,sintaxe,Estrutura de afirmações sobre fechamento,Afirmações sobre fechamento usam a ordem: [objeto] — CLOSED,declaração sobre fechamento,True,English: The business is closed. Sign: BUSINESS CLOSED,246,Sign: BUSINESS CLOSED,nao_temos,,"A regra extraída trata de uma estrutura sintática específica para afirmações sobre fechamento ([objeto] — CLOSED), que não é abordada em nenhuma regra da base. As regras existentes focam em morfologia, pronomes e verbos, mas nenhuma menciona a ordem de constituintes em construções de fechamento."
ASLFD.096,pergunta,Perguntas retóricas em ASL,"Perguntas retóricas em ASL são formadas com uma palavra interrogativa (WHO, WHAT, WHERE, etc.) seguida imediatamente pela resposta, sem pausa ou expectativa de resposta. A estrutura na glosa é [palavra interrogativa] — [resposta].","Uso de palavras interrogativas (WHO, WHAT, WHERE, etc.) seguidas imediatamente pela resposta",True,MY TEAM-- WHO — B-R-E-N-T ; TOURNAMENT WHERE — P-U-E-B-L-O,269,"A rhetorical question is asked and the person who asks the question gives the answer as well. [...] You use who, what, why, where, when, and how [...] to make the sentence rhetorical, but you don’t add a question mark because you aren’t really asking a question.",nao_temos,,"A regra extraída trata especificamente de perguntas retóricas em ASL, com estrutura [WH-word] + [resposta] sem pausa. A base da consultoria (PRON.2.5) aborda WH-questions em geral, mas não menciona a estrutura de resposta imediata ou a ausência de expectativa de resposta, que são elementos centrais da regra extraída."
ASLFD.097,sintaxe,Marcação de tempo em ASL,"Indicadores de tempo (como TOMORROW) aparecem no início da sentença, seguidos pela ação. A estrutura na glosa é [tempo] — [ação].","Presença de indicadores de tempo (TOMORROW, TODAY, etc.) no início da sentença",True,TOMORROW — GOLF — PLAY WANT ME ; TOMORROW — SWIM ME,270,Sign: TOMORROW — GOLF — PLAY WANT ME [...] Sign: TOMORROW — SWIM ME,nao_temos,,"A base de regras não contém nenhuma regra sobre a posição sintática de indicadores de tempo (como TOMORROW) no início da sentença. As regras existentes abordam morfologia, pronomes e verbos, mas nenhuma trata da estrutura temporal na sintaxe da ASL."
ASLFD.098,pronomes,Formação de pronomes em ASL,Pronomes de primeira pessoa (I/ME) são formados apontando para o próprio corpo. A estrutura na glosa usa ME para indicar o sujeito ou objeto.,Uso de pronomes de primeira pessoa (I/ME),True,ME — BLOOD DRAWN — HOW Q ; WHEELCHAIR — SIT,279,"In ASL, you sign I and me the same way. Just point to yourself with your index finger.",ja_temos,PRON.2.1,"A regra PRON.2.1 já aborda a formação de pronomes pessoais na ASL, incluindo a ausência de distinção sujeito/objeto na primeira pessoa (PRO.1) e o uso de apontamento (IX/PRO). A regra extraída é um caso específico dessa regra geral, já contemplado na base."
