id,text,gloss
70677,"given the open market and the movement of services , nothing else would be reasonable .","GIVE DESC-OPEN MARKET AND MOVEMENT SERVICE , NOTHING DESC-ELSE WOULD BE DESC-REASONABLE ."
70719,that is why I voted for the report on the sesar joint undertaking .,THAT BE WHY X-I VOTE FOR REPORT ON SESAR DESC-JOINT UNDERTAKING .
70730,the commission proposal does not address this issue .,COMMISSION PROPOSAL DO DESC-NOT ADDRESS THIS ISSUE .
71460,we see the situation in the world .,X-WE SEE SITUATION IN WORLD .
71516,first of all choose democracy .,DESC-FIRST ALL CHOOSE DEMOCRACY .
72097,"cancer is a horrific disease , a disease about which , at its worst , nothing can be done .","CANCER BE DESC-HORRIFIC DISEASE , DISEASE ABOUT WHICH , AT X-ITS DESC-WORST , NOTHING CAN BE DO ."
72391,the international community needs to be specifically involved once again .,DESC-INTERNATIONAL COMMUNITY NEED TO BE DESC-SPECIFICALLY INVOLVE DESC-ONCE DESC-AGAIN .
72546,"mr president , first of all I would like to thank mr deutsch for his excellent report .","MR PRESIDENT , DESC-FIRST ALL X-I WOULD LIKE TO THANK MR DEUTSCH FOR X-HE DESC-EXCELLENT REPORT ."
72637,i strongly support the european parliament report on the commission communication on action against cancer european partnership .,X-I DESC-STRONGLY SUPPORT EUROPEAN PARLIAMENT REPORT ON COMMISSION COMMUNICATION ON ACTION AGAINST CANCER EUROPEAN PARTNERSHIP .
73034,"with this package of legislative action , we are taking a quantum leap towards an environmentally friendly society .","WITH THIS PACKAGE DESC-LEGISLATIVE ACTION , X-WE BE TAKE QUANTUM LEAP TOWARDS DESC-ENVIRONMENTALLY DESC-FRIENDLY SOCIETY ."
73597,we are reducing production in europe .,X-WE BE REDUCE PRODUCTION IN EUROPE .
73613,it is vital for us to harmonise both our asylum laws and practices .,X-IT BE DESC-VITAL FOR X-WE TO HARMONISE BOTH X-WE ASYLUM LAW AND PRACTICE .
74376,and do you know what will happen with those proposals ?,AND DO X-YOU KNOW WHAT WILL HAPPEN WITH THOSE PROPOSAL ?
74399,i really hope that parliament will also take part in this debate .,X-I DESC-REALLY HOPE THAT PARLIAMENT WILL DESC-ALSO TAKE PART IN THIS DEBATE .
75709,returning to my report it is an implementation report .,RETURN TO X-MY REPORT X-IT BE IMPLEMENTATION REPORT .
76519,i will do that .,X-I WILL DO THAT .
76657,i heard some criticism from some colleagues .,X-I HEAR SOME CRITICISM FROM SOME COLLEAGUE .
77145,"please , let us stop this waste of taxpayersmoney now .","PLEASE , LET X-WE STOP THIS WASTE TAXPAYERSMONEY DESC-NOW ."
77163,"she has established excellent cooperation both with the political groups and , in particular , with the sectoral committees .","X-SHE HAVE ESTABLISH DESC-EXCELLENT COOPERATION BOTH WITH DESC-POLITICAL GROUP AND , IN DESC-PARTICULAR , WITH SECTORAL COMMITTEE ."
77271,i do not believe that the moratorium proposed by mr cashman is a wise move either .,X-I DO DESC-NOT BELIEVE THAT MORATORIUM PROPOSE BY MR CASHMAN BE DESC-WISE MOVE EIR .
77432,that is why this issue is so important .,THAT BE WHY THIS ISSUE BE DESC-SO DESC-IMPORTANT .
78139,the london bombings took place exactly five years ago .,LONDON BOMBING TAKE PLACE DESC-EXACTLY FIVE YEAR DESC-AGO .
78207,an increase in data protection is thus nowhere in sight in this agreement .,INCREASE IN DATUM PROTECTION BE DESC-THUS DESC-NOWHERE IN SIGHT IN THIS AGREEMENT .
78539,we support the resolution despite the risks posed by overly extremist stances already taken by parliament .,X-WE SUPPORT RESOLUTION DESPITE RISK POSE BY DESC-OVERLY EXTREMIST STANCE DESC-ALREADY TAKE BY PARLIAMENT .
78942,what cannot happen is for the taxpayer to have to carry the can again .,WHAT CAN DESC-NOT HAPPEN BE FOR TAXPAYER TO HAVE TO CARRY CAN DESC-AGAIN .
79166,"we have gone through full time , we are now in extra time .","X-WE HAVE GO THROUGH DESC-FULL TIME , X-WE BE DESC-NOW IN DESC-EXTRA TIME ."
79542,"as the european parliament we should , during the forthcoming second reading , .","AS EUROPEAN PARLIAMENT X-WE SHOULD , DURING DESC-FORTHCOMING DESC-SECOND READING , ."
79853,pillar one payments must continue giving farmers a direct payment which gives them a minimum level of income security .,PILLAR ONE PAYMENT MUST CONTINUE GIVE FARMER DESC-DIRECT PAYMENT WHICH GIVE X-Y MINIMUM LEVEL INCOME SECURITY .
79875,another key point is to maintain a cap budget at least at its current level .,ANOR KEY POINT BE TO MAINTAIN CAP BUDGET AT DESC-LEAST AT X-ITS DESC-CURRENT LEVEL .
