id,text,gloss,pred_lang,pred_prob
81034,die sitzung wird um 23.55 uhr geschlossen .,DIE SITZUNG WIRD UM 23.55 UHR GESCHLOSSEN .,deu_Latn,0.9999
81035,se abre la sesión a las 9.00 horas,N LAS 9.00 HORA,spa_Latn,0.9998
81037,1. budget,BUDGET .,dan_Latn,0.6852
81046,con ciò si conclude il turno di votazioni .,X-S X-I CONCLUDE IL TURNO D X-I VOTAZION X-I .,ita_Latn,1.0000
81050,"ogłaszam wznowienie sesji parlamentu europejskiego przerwanej w czwartek , 25. listopada 2010 r .","LISTOPADA 2010 R . PARLAMENTU EUROPEJSKIEGO PRZERWANEJ W CZWARTEK , 25 .",pol_Latn,1.0000
81051,se levanta la sesión a las 23.15 horas,N LAS 23.15 HORA,spa_Latn,0.9983
81052,la seduta è aperta alle 9.00,LA SEDUTA ? APERTA ALLE 9.00,ita_Latn,1.0000
81054,"mobilisation of the european globalisation adjustment fund si / mura , slovenia","MOBILISATION EUROPEAN GLOBALISATION ADJUSTMENT FUND X-S X-I MURA , SLOVENIA",fra_Latn,0.3187
81071,con esto concluimos el turno de votaciones .,DESC-CON ESTO CONCLUIMO EL TURNO DE VOTACIONE .,spa_Latn,0.9953
81084,als nächster punkt folgt die abstimmung .,CHSTER PUNKT FOLGT DIE ABSTIMMUNG .,deu_Latn,0.9998
